t,位移: ID:6 多段杆 pt1 x,速度: ID:6 多段杆 pt1 x,加速度: ID:6 多段杆 pt1 x,
0.864,100.874,977.102,-19648.4,
0.865,101.841,957.461,-19539.8,
0.866,102.789,937.931,-19430.2,
0.867,103.717,918.513,-19319.7,
0.868,104.626,899.206,-19208.4,
0.869,105.516,880.012,-19096.2,
0.87,106.386,860.932,-18983.2,
0.871,107.238,841.967,-18869.4,
0.872,108.07,823.116,-18754.8,
0.873,108.884,804.382,-18639.6,
0.874,109.679,785.765,-18523.6,
0.875,110.455,767.264,-18407,
0.876,111.213,748.882,-18289.8,
0.877,111.953,730.618,-18171.9,
0.878,112.675,712.474,-18053.5,
0.879,113.378,694.449,-17934.5,
0.88,114.064,676.544,-17815,
0.881,114.731,658.76,-17695,
0.882,115.381,641.097,-17574.5,
0.883,116.014,623.555,-17453.6,
0.884,116.628,606.136,-17332.2,
0.885,117.226,588.839,-17210.5,
0.886,117.806,571.665,-17088.4,
0.887,118.369,554.613,-16966,
0.888,118.915,537.686,-16843.3,
0.889,119.445,520.881,-16720.2,
0.89,119.957,504.201,-16596.9,
0.891,120.453,487.645,-16473.4,
0.892,120.932,471.213,-16349.7,
0.893,121.396,454.906,-16225.7,
0.894,121.842,438.724,-16101.6,
0.895,122.273,422.667,-15977.4,
0.896,122.688,406.734,-15853,
0.897,123.087,390.927,-15728.6,
0.898,123.47,375.245,-15604.1,
0.899,123.837,359.688,-15479.5,
0.9,124.189,344.256,-15355,
0.901,124.526,328.949,-15230.4,
0.902,124.847,313.768,-15105.9,
0.903,125.153,298.712,-14981.4,
0.904,125.444,283.781,-14857,
0.905,125.721,268.974,-14732.6,
0.906,125.982,254.293,-14608.4,
0.907,126.229,239.737,-14484.4,
0.908,126.462,225.305,-14360.4,
0.909,126.68,210.997,-14236.7,
0.91,126.884,196.814,-14113.2,
0.911,127.074,182.755,-13989.9,
0.912,127.25,168.819,-13866.8,
0.913,127.411,155.007,-13744,
0.914,127.56,141.318,-13621.5,
0.915,127.694,127.752,-13499.3,
0.916,127.815,114.309,-13377.5,
0.917,127.923,100.987,-13255.9,
0.918,128.017,87.7881,-13134.8,
0.919,128.098,74.7103,-13014,
0.92,128.167,61.7536,-12893.6,
0.921,128.222,48.9176,-12773.6,
0.922,128.264,36.2018,-12654.1,
0.923,128.294,23.6059,-12535,
0.924,128.312,11.1293,-12416.4,
0.925,128.317,-1.2284,-12298.3,
0.926,128.309,-13.4678,-12180.6,
0.927,128.29,-25.5893,-12063.5,
0.928,128.258,-37.5935,-11947,
0.929,128.215,-49.4809,-11830.9,
0.93,128.159,-61.2521,-11715.5,
0.931,128.092,-72.9077,-11600.6,
0.932,128.013,-84.4482,-11486.3,
0.933,127.923,-95.8743,-11372.6,
0.934,127.822,-107.187,-11259.6,
0.935,127.709,-118.386,-11147.1,
0.936,127.585,-129.472,-11035.3,
0.937,127.45,-140.447,-10924.2,
0.938,127.304,-151.31,-10813.7,
0.939,127.147,-162.063,-10703.9,
0.94,126.98,-172.706,-10594.8,
0.941,126.802,-183.239,-10486.4,
0.942,126.614,-193.665,-10378.7,
0.943,126.415,-203.982,-10271.7,
0.944,126.206,-214.193,-10165.5,
0.945,125.986,-224.297,-10060,
0.946,125.757,-234.296,-9955.23,
0.947,125.518,-244.189,-9851.22,
0.948,125.269,-253.979,-9747.97,
0.949,125.01,-263.666,-9645.48,
0.95,124.741,-273.25,-9543.78,
0.951,124.463,-282.732,-9442.85,
0.952,124.176,-292.113,-9342.72,
0.953,123.879,-301.395,-9243.37,
0.954,123.573,-310.577,-9144.83,
0.955,123.258,-319.66,-9047.09,
0.956,122.934,-328.646,-8950.16,
0.957,122.601,-337.535,-8854.04,
0.958,122.259,-346.327,-8758.74,
0.959,121.908,-355.025,-8664.27,
0.96,121.549,-363.628,-8570.61,
0.961,121.181,-372.137,-8477.79,
0.962,120.805,-380.554,-8385.79,
0.963,120.42,-388.879,-8294.63,
0.964,120.027,-397.112,-8204.3,
0.965,119.626,-405.255,-8114.8,
0.966,119.217,-413.309,-8026.15,
0.967,118.799,-421.275,-7938.33,
0.968,118.374,-429.152,-7851.36,
0.969,117.941,-436.943,-7765.22,
0.97,117.5,-444.647,-7679.92,
0.971,117.052,-452.267,-7595.47,
0.972,116.596,-459.802,-7511.86,
0.973,116.132,-467.253,-7429.08,
0.974,115.661,-474.622,-7347.15,
0.975,115.183,-481.909,-7266.05,
0.976,114.697,-489.115,-7185.79,
0.977,114.205,-496.241,-7106.36,
0.978,113.705,-503.287,-7027.77,
0.979,113.198,-510.255,-6950.01,
0.98,112.684,-517.145,-6873.08,
0.981,112.164,-523.959,-6796.98,
0.982,111.637,-530.696,-6721.71,
0.983,111.102,-537.359,-6647.25,
0.984,110.562,-543.946,-6573.62,
0.985,110.015,-550.461,-6500.8,
0.986,109.461,-556.902,-6428.79,
0.987,108.901,-563.272,-6357.59,
0.988,108.334,-569.571,-6287.2,
0.989,107.762,-575.799,-6217.62,
0.99,107.183,-581.958,-6148.83,
0.991,106.598,-588.048,-6080.83,
0.992,106.007,-594.071,-6013.63,
0.993,105.41,-600.026,-5947.21,
0.994,104.807,-605.915,-5881.57,
0.995,104.198,-611.738,-5816.71,
0.996,103.583,-617.496,-5752.62,
0.997,102.963,-623.191,-5689.29,
0.998,102.337,-628.822,-5626.73,
0.999,101.705,-634.391,-5564.93,
1,101.068,-639.898,-5503.88,
